Inicial point,Dimensions,Mutation rate,Dup rate,Del. rate,Epsilon,Best phenotype,Best genotype,Distance to optimum,Total generations,Gen size,PlotName
[10.0],1,0.07,0.0,0.0,0.001,[-0.00026527],[array([-10.00026527])],0.0002652661841899828,364,1,D1-FGM
[10.0],1,0.07,0.5,0.5,0.001,[0.0067942],"[array([-0.62463383]), array([0.04481612]), array([-0.23016597]), array([-0.31634537]), array([0.14673685]), array([-0.64145444]), array([-0.18739259]), array([-0.58035691]), array([0.02811158]), array([-0.13252517]), array([-0.28217448]), array([-0.42187812]), array([-0.2375633]), array([-0.70318152]), array([0.02401368]), array([-0.69672696]), array([-0.85475864]), array([-0.7629393]), array([-0.75566603]), array([-0.27292855]), array([-0.75047073]), array([-0.64410665]), array([-0.43962617]), array([-0.7019893])]",0.006794197416773784,1000,24,D1-Model
"[10.0, 0.0]",2,0.07,0.0,0.0,0.001,[-0.00306209  0.00317621],"[array([-1.00030621e+01,  3.17621306e-03])]",0.004411885235927832,1000,1,D2-FGM
"[10.0, 0.0]",2,0.07,0.5,0.5,0.001,[-0.00921642 -0.06006496],"[array([-0.10980175, -0.03245751]), array([ 0.11017335, -0.22077978]), array([-0.27534137,  0.34062302]), array([-0.31410804, -0.22989869]), array([-0.20016728, -0.10760082]), array([-0.17766365,  0.2557043 ]), array([-0.89755219, -0.01632477]), array([-0.38613716,  0.04321541]), array([-0.1721707 , -0.08221088]), array([-0.15304784,  0.06874561]), array([-0.1584608 , -0.04417819]), array([-0.34501433, -0.22711974]), array([-0.64029372, -0.05092397]), array([0.02886155, 0.10509425]), array([-0.33958854,  0.18693504]), array([-0.46051638, -0.00902208]), array([-0.61419184, -0.03880518]), array([-0.19668091, -0.06422445]), array([-0.23469561, -0.12961009]), array([-0.09132479, -0.13616226]), array([ 0.06356537, -0.071145  ]), array([-0.02760624, -0.1322135 ]), array([-0.26110373, -0.10808053]), array([-0.06812969,  0.0905066 ]), array([-0.53105781,  0.0134977 ]), array([-0.12304425,  0.05416191]), array([-0.4584141 ,  0.01123597]), array([-0.45319169,  0.14151526]), array([-0.17489469,  0.1400696 ]), array([-0.60191845, -0.05274218]), array([-0.41786895, -0.09025527]), array([-0.20971846,  0.133961  ]), array([-0.25836971, -0.21012087]), array([-0.1979147 ,  0.19751601]), array([-0.58678093,  0.14297557]), array([-0.25524219, -0.06133583]), array([-0.12595236,  0.37066635]), array([ 0.30614817, -0.24127696])]",0.06076793611238085,1000,38,D2-Model
"[10.0, 0.0, 0.0]",3,0.07,0.0,0.0,0.001,[-0.00569703 -0.00226329 -0.00021659],"[array([-1.00056970e+01, -2.26328949e-03, -2.16587139e-04])]",0.006133962279370185,1000,1,D3-FGM
"[10.0, 0.0, 0.0]",3,0.07,0.5,0.5,0.001,[-0.04080209 -0.10772291  0.19823364],"[array([-0.58208892,  0.13244077,  0.19205689]), array([-0.58054774, -0.0773404 , -0.3563814 ]), array([-0.43245284,  0.05869806, -0.08364757]), array([-0.52632011,  0.06667142,  0.26288747]), array([-0.68717742, -0.1490247 , -0.32310391]), array([-0.67156383,  0.26469853, -0.14184405]), array([-0.47922577, -0.12602364, -0.06770218]), array([-0.62472009, -0.18950086,  0.51771823]), array([-0.59454797,  0.15493592,  0.34411536]), array([-0.40115607,  0.03985876, -0.20464445]), array([-0.61164739, -0.18029963,  0.03815343]), array([-0.4431995 ,  0.06613586,  0.46626439]), array([-0.47052045,  0.19903619,  0.15847851]), array([-0.70492422, -0.07473449, -0.15133243]), array([-0.61827978, -0.15362483, -0.1884001 ]), array([-0.50883717,  0.31690959,  0.14694893]), array([-0.50280758, -0.13496344, -0.13100961]), array([-0.60078524, -0.32159602, -0.28032388])]",0.22927191935187363,1000,18,D3-Model
"[10.0, 0.0, 0.0, 0.0]",4,0.07,0.0,0.0,0.001,[-0.02368492 -0.00948841 -0.02054426  0.00261459],"[array([-1.00236849e+01, -9.48841372e-03, -2.05442631e-02,  2.61459445e-03])]",0.03286195762056674,1000,1,D4-FGM
"[10.0, 0.0, 0.0, 0.0]",4,0.07,0.5,0.5,0.001,[ 0.32556596 -0.04611326  0.17489711  0.3857282 ],"[array([-0.52728684, -0.02715202,  0.21419416,  0.39503275]), array([-0.61236629,  0.3640576 , -0.05371636, -0.07924828]), array([-0.8476616 , -0.0035317 , -0.22198122,  0.03758585]), array([-0.70300872, -0.25481463,  0.11749305, -0.01101581]), array([-0.72008312, -0.09716059,  0.24144041, -0.19960509]), array([-0.9731826 , -0.13383868, -0.04606161, -0.28361308]), array([-0.84139285, -0.08416808, -0.02986639,  0.15221978]), array([-0.10283644, -0.20735738, -0.28003276,  0.26955694]), array([-0.87534232, -0.00148216, -0.00456163, -0.14917257]), array([-0.61891699, -0.03671533, -0.01548941,  0.03648947]), array([-0.80657164, -0.18261996,  0.0789416 , -0.07211772]), array([-0.59471788,  0.13235433,  0.18334347,  0.17639534]), array([-0.78102405,  0.49301814, -0.06298122, -0.24221668]), array([-0.6700427 , -0.00670281,  0.05417502,  0.35543728])]",0.5361854807590086,1000,14,D4-Model
"[10.0, 0.0, 0.0, 0.0, 0.0]",5,0.07,0.0,0.0,0.001,[ 0.02200965 -0.02660529 -0.01138334 -0.02249924  0.01454153],"[array([-9.97799035, -0.02660529, -0.01138334, -0.02249924,  0.01454153])]",0.04516102941870431,1000,1,D5-FGM
"[10.0, 0.0, 0.0, 0.0, 0.0]",5,0.07,0.5,0.5,0.001,[-0.2142414  -0.39771465  0.39070378  0.05235297  0.33213244],"[array([-0.59431979, -0.27424794, -0.43970175, -0.1969303 ,  0.0238973 ]), array([-0.68146206,  0.19889141,  0.46139451,  0.22384704, -0.05681533]), array([-0.29490459,  0.09704761, -0.1675879 , -0.26449928, -0.55614739]), array([-0.51504863, -0.31264712,  0.32379086,  0.14697128, -0.00239569]), array([-0.46661094,  0.57819609,  0.14596424,  0.01010437,  0.096798  ]), array([-0.6855636 ,  0.35685161,  0.78486025,  0.25373944, -0.07212167]), array([-0.49789806, -0.20132599, -0.33263161,  0.10137102,  0.35020606]), array([-0.51859722, -0.14741011, -0.18227931,  0.07067664,  0.31938493]), array([-0.59471343,  0.7418256 ,  0.24247051,  0.11522263, -0.12749238]), array([-0.56527689, -0.22175715, -0.21466293,  0.05530168,  0.04564405]), array([-0.4051254 , -0.25469793,  0.2539188 , -0.15309826,  0.0110701 ]), array([-0.47475443, -0.30980594, -0.35922471, -0.168217  ,  0.11535756]), array([-0.89480471,  0.04679635,  0.40577277,  0.13904066, -0.09106476]), array([-0.66160796, -0.26962805, -0.24039409,  0.09358631,  0.02268533]), array([-0.66993973,  0.38983621,  0.67427342,  0.0863512 , -0.11215571]), array([-0.59712531, -0.66420133, -0.28735723, -0.08288578,  0.74420955]), array([-0.71235798, -0.28630365, -0.34150897, -0.08073323,  0.10607868]), array([-0.38413065,  0.13486568, -0.33639307, -0.29749547, -0.48500622])]",0.6854039319036914,1000,18,D5-Model
"[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6,0.07,0.0,0.0,0.001,[ 0.0028695  -0.00581023 -0.01984882 -0.00872316  0.00440162 -0.02294387],"[array([-9.99713050e+00, -5.81023209e-03, -1.98488190e-02, -8.72316356e-03,
        4.40161677e-03, -2.29438736e-02])]",0.03252472274463675,1000,1,D6-FGM
"[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6,0.07,0.5,0.5,0.001,[ 0.69375695 -0.53643863  0.13689355 -0.36779175 -0.28686465 -0.59442589],"[array([-0.56656101,  0.03004671, -0.21648818, -0.33365051,  0.28296447,
       -0.29643847]), array([-0.9829546 , -0.09361195,  0.68038801, -0.30976712, -0.22776308,
       -0.59178947]), array([-0.43101712, -0.32353407, -0.72831856, -0.31412766,  0.24887087,
        0.44712717]), array([-0.31724992,  0.1178688 , -0.21135588,  0.03932838,  0.25801945,
        0.28698877]), array([-0.45009101,  0.03472094,  0.78646912, -0.51423652, -0.44665089,
        0.12359273]), array([-0.52751689, -0.23498139, -0.16657399, -0.50182693,  0.06894446,
        0.22730515]), array([-0.50234671,  0.03478432, -0.23608133,  0.89931446, -0.06256394,
       -0.2864529 ]), array([-0.79355225, -0.06395901,  0.66746341, -0.24688966, -0.37707833,
       -0.71162975]), array([-0.54269975, -0.0244705 , -0.23539233,  0.27458109,  0.30241685,
        0.23479632]), array([-8.90500031e-01, -1.13545092e-04,  5.34661483e-01, -1.96443818e-01,
       -3.41256825e-01, -6.14691991e-01]), array([-0.62820699,  0.28796494, -0.16209879,  0.11127936,  0.2338674 ,
        0.35405752]), array([-0.41932481,  0.0394965 ,  0.81372502, -0.53392183, -0.55642825,
        0.0795101 ]), array([-0.54061098, -0.149521  , -0.62392756, -0.32868381,  0.20665659,
        0.52394172]), array([-0.53180857, -0.1968389 , -0.33354699, -0.31350357,  0.31504055,
        0.26650235]), array([-0.63747104,  0.07299041, -0.17755888,  0.96779748, -0.07850684,
       -0.27779527]), array([-0.54433137, -0.06728089, -0.25447099,  0.93295891, -0.11339715,
       -0.35944987])]",1.1656368206080152,1000,16,D6-Model
